CV_Id,Skills,Designation,Industry,Experience,Institute,Degree
"18987"|"Time management, Effort, Android Developer, IT Manager, Hotel and Resort Management, Truck Driver"|"Senior Product Manager"|"Oil Industry "|"84"|"Indian School of Mines"|"Doctor of Medicine in Homoeopathy - M.D. (Homoeopathy)"
"9357"|"Hiring, Affirmative action, Listing"|"Systems Administrator"|"Turbine Industry "|"216"|"Adikavi Nannaya University"|"Doctor of Philosophy - Ph.D. "
"13998"|"Character judgment, Public / Non Profit Administrator, Flight Attendant, Retail Buyer, Dispensing Information, Chiropractor "|"Java Developer"|"Electronic Industry"|"60"|"The Maharaja Sayajirao University of Baroda"|"Bachelor of Physical Education - B.P.Ed."
"4769"|"Compiling Statistics, Being Artistic/Creative, Business Intelligence, Accounting, Radiologic Technologist "|"Physical Therapist"|"Biscuit Industry"|"36"|"All India Institute of Medical Sciences Raipur"|"Master of Education - M.Ed."
"4569"|"Computer Systems Analyst, Efficient, Fair labor standards, Chiropractor "|"Tax Manager"|"Construction Industry"|"156"|"National Law University"|"Bachelor of Ayurvedic Medicine & Surgery - B.A.M.S. "
"11671"|"Proposals, Brick Mason, Social Work, Engineering"|"Human Resources Coordinator"|"Power Industry"|"192"|"Krantiguru Shyamji Krishna Verma Kachchh University"|"Doctor of Medicine - M.D."
"13084"|"Blue Collar Jobs, Conducting Meetings, Blue Collar Jobs, Retail Buyer"|"Software Engineer"|"Printing Industry "|"192"|"Indian Institute of Information Technology, Guwahati"|"Bachelor of Business Administration - B.B.A."
"727"|"Payroll, Brick Mason, Social media, Editing, Bartender"|"Quality Engineer"|"Food Processing Industry"|"48"|"Indian Institute of Teacher Education"|"Master of Laws - L.L.M."
"9976"|"Fashion Design, Law Enforcement Skills, Logical Thinking, Interviews"|"Senior Marketing Manager"|"Agriculture Industry"|"132"|"International Institute of Information Technology, Hyderabad"|"Master of Education - M.Ed."
"4251"|"Demonstrations, Public Speaking, Waiter / Waitress, Underwriter, Beautician, Dentist"|"Java Developer"|"Tobacco Industry"|"0"|"University of Horticultural Sciences, Bagalkot"|"Master of Pharmacy - M.Pharm "
"6196"|"Truck Driver, Screening Calls, Fundraising, Biomedical Engineer, Employee sourcing"|"Design Engineer"|"Television Industry "|"204"|"Veer Kunwar Singh University"|"Bachelor of Veterinary Science & Animal Husbandry - B.V.Sc. & A.H. / B.V.Sc"
"337"|"Teaching, Knowledge of Current Governmental Affairs, Mechanical Engineer, Written communication, Esthetician , Report Writing"|"Network Engineer"|"Advertising Industry "|"84"|"Desh Bhagat University"|"Bachelor of Physical Education - B.P.Ed."
"13212"|"Principal Concept Knowledge, Information technology (IT), Goal Setting"|"Software Engineer"|"Paper Industry "|"228"|"Banaras Hindu University"|"Master of Surgery - M.S."
"10938"|"Health / Medical Information Technician, Adaptable, Change management"|"Nurse"|"Aviation Industry"|"216"|"Pandit Deendayal Upadhyaya Shekhawati University"|"Bachelor of Mass Communications - B.M.C. / B.M.M."
"18916"|"Architect, Employee benefits, Job postings, Prioritizing"|"Registered Nurse"|"Telecom Industry"|"108"|"Rajasthan University of Veterinary and Animal Sciences"|"Doctor of Pharmacy - Pharm.D "
"7172"|"Background checks, Administrative / Secretarial, Affirmative action, Insurance"|"Product Marketing Manager"|"Agriculture Industry"|"132"|"ICFAI University, Mizoram"|"Master of Arts - M.A."
"20455"|"Recommendations, Fashion Buyer, Business Storytelling, Social recruiting"|"Physical Therapist Thera"|"Telecom Industry"|"132"|"PDPM Indian Institute of Information Technology, Design and Manufacturing"|"Master of Chirurgiae - M.Ch."
"1383"|"Health / Medical Information Technician, Hotel Front Desk / Guest Services Skills, Administrative"|"Accountant"|"Silk Industry"|"180"|"Narendra Dev University of Agriculture and Technology"|"Master of Physiotherapy - M.P.T."
"8722"|"Technical Writer, Scrum Master , Job postings, Problem solving, Equal employment opportunity compliance"|"Senior Marketing Manager"|"Real Estate Industry"|"144"|"Madan Mohan Malaviya University of Technology"|"Master of Commerce - M.Com. "
"9"|"Effort, Content Manager, Real Estate, Perseverance"|"Human Resources Assistant"|"Jute Industry "|"156"|"Swarnim Gujarat Sports University"|"Bachelor of Computer Applications - B.C.A."
"16205"|"Consulting, Web Design, Judgment, Talent acquisition"|"Senior Marketing Manager"|"Oil Industry "|"84"|"University of Mumbai"|"Doctor of Medicine - M.D."
"12910"|"College Admissions, Report Writing, Pre-employment screening, Responsive to feedback"|"Business Analyst"|"Electronic Industry"|"192"|"Gurukul Kangri Vishwavidyalaya"|"Bachelor of Medicine and Bachelor of Surgery - M.B.B.S."
"13446"|"Emotional Control, Social Media, Coaching, Administrative / Secretarial, Phlebotomist"|"Occupational Therapist"|"Fertilizer Industry"|"96"|"National Institute of Technology, Manipur"|"Bachelor of Homoeopathic Medicine and Surgery - B.H.M.S."
"3322"|"Communication, Teaching, Job descriptions"|"Human Resources Assistant"|"Construction Industry"|"84"|"Sardar Vallabhbhai Patel University of Agriculture and Technology"|"Doctor of Medicine in Homoeopathy - M.D. (Homoeopathy)"
"18425"|"Cloud Computing, Enterprise, Analysis, Nursing Assistant"|"Engineering Technician"|"Aviation Industry"|"72"|"IFTM University"|"Doctor of Pharmacy - Pharm.D "
"7098"|"Dispensing Information, Ultrasound Technician, Broadcaster"|"Human Resources Coordinator"|"Mutual Fund Industry"|"144"|"Tumkur University"|"Master of Mass Communications / Mass Media - M.M.C / M.M.M."
"1496"|"Bookkeeping, Research Assistant, Android Developer, Hotel and Resort Management, Maintenance and Janitorial"|"Electrical Engineer"|"Paper Industry "|"144"|"Kamdhenu University"|"Bachelor of Fine Arts - BFA / BVA"
"981"|"Management, Maintenance, Creating New Procedures"|"Registered Nurse"|"Tourism Industry"|"24"|"Chaudhary Devi Lal University"|"Master of Mass Communications / Mass Media - M.M.C / M.M.M."
"21869"|"Esthetician , Esthetician , Effort"|"Trainer"|"Electronic Industry"|"120"|"Visva-Bharati University"|"Master of Laws - L.L.M."
"14923"|"Occupational Therapy Assistant, Maintenance and Janitorial, Integrity, Writing, Polite, Listening"|"Accounting Manager"|"Construction Industry"|"132"|"Sarguja University"|"Bachelor of Design - B.Des. / B.D."
"20252"|"Creating relationships, Employer rights, Self motivated, Creating Ideas"|"Technician"|"Pearl Industry "|"144"|"National Institute of Technology, Calicut"|"Bachelor of Veterinary Science & Animal Husbandry - B.V.Sc. & A.H. / B.V.Sc"
"13744"|"Training Coordinator, Language Translation, Communication, Reference checking, Speech Pathologist"|".net Developer"|"Construction Industry"|"108"|"Chaudhary Bansi Lal University"|"Doctorate of Medicine - D.M."
"8198"|"Nurse Practitioner, Placement management, Sketching"|"Speech Pathologist Assistant"|"Aluminium Industry"|"84"|"National Institute of Technology, Warangal"|"Bachelor of Social Work - BSW / B.A. (SW)"
"5462"|"Listing, New hire paperwork, Inventing New Ideas, Labor laws"|"Auditor"|"Printing Industry "|"48"|"University of Agricultural Sciences, Dharwad"|"Master of Business Administration - M.B.A."
"10387"|"Reasoning, Front End Web Developer, Beautician, Goal Setting"|"Trainer"|"Cottage Industry"|"72"|"Avinashilingam University"|"Bachelor of Social Work - BSW / B.A. (SW)"
"10681"|"Confidence, Organizational Management, Supervision, Locating Missing Documents/Information"|"Training Specialist"|"Fertilizer Industry"|"156"|"Tamil Nadu National Law School"|"Bachelor of Fisheries Science - B.F.Sc./ B.Sc. (Fisheries)."
"36"|"Respectful, Applicant tracking systems, Company policies, Brick Mason, Challenging Employees"|"Senior Marketing Manager"|"Rubber Industry"|"48"|"Karunya University"|"Master of Dental Surgery - M.D.S."
"2938"|"Monetary Collection, Human Resources, Perseverance, Local laws"|"Web Developer"|"Weaving Industry "|"204"|"International Institute of Information Technology, Hyderabad"|"Doctor of Medicine in Homoeopathy - M.D. (Homoeopathy)"
"3209"|"Calculations, Technical, Teaching, Personal Assistant, Collaborative"|"Trainer"|"Health Care Industry"|"120"|"National Institute of Technology, Tiruchirappalli"|"Bachelor of Ayurvedic Medicine & Surgery - B.A.M.S. "
"12023"|"Public Health, Engineering, Big Data, Questioning Others"|"Quality Engineer"|"Cement Industry"|"156"|"Rama University"|"Master of Library Science - M.Lib./ M.Lib.Sc."
"18551"|"Employer rights, Employer rights, Knowledge of Current Governmental Affairs, Honest"|"Project Engineer"|"Sugar Industry"|"12"|"Desh Bhagat University"|"Bachelor of Fine Arts - BFA / BVA"
"2367"|"Questioning Others, Fashion Buyer, Occupational Therapy Assistant, Honest, Honest"|"Manufacturing Engineer"|"Zinc Industry "|"204"|"Mahatma Jyoti Rao Phoole University"|"Master of Design - M.Des./ M.Design."
"19639"|"Tech Skills Listed by Job, Medical Secretary, Nurse Practitioner, Reporting"|"Marketing"|"Railway Industry"|"48"|"Krishna Institute of Medical Sciences"|"Master of Veterinary Science - M.V.Sc."
"5042"|"Defining Performance Standards, Personal Interaction, Screening, Hotel Front Desk / Guest Services Skills"|"Marketing Director"|"Solar Industry"|"192"|"Mohammad Ali Jauhar University"|"Bachelor of Pharmacy - B.Pharm / B.Pharma."
"13134"|"Software Sales Representative, Creating Innovation, Occupational Therapist"|"Marketing Manager"|"Copper Industry"|"12"|"Periyar University"|"Bachelor of Design - B.Des. / B.D."
"4794"|"Change management, Media Planner / Buyer, Applicant screening"|"Marketing Director"|"Construction Industry"|"216"|"Baba Ghulam Shah Badhshah University"|"Master of Laws - L.L.M."
"6733"|"Healthcare / Hospital Administration, Acupuncturist, Sales Associate, Ultrasound Technician, Company policies"|"Accounting Manager"|"Power Industry"|"84"|"Ayush and Health Sciences University of Chhattisgarh"|"Bachelor of Veterinary Science & Animal Husbandry - B.V.Sc. & A.H. / B.V.Sc"
"3837"|"Presentation skills, Database Administrator, Teaching, Employee sourcing, Employer rights"|"Business Development Manager"|"Automobile Industry"|"180"|"Maharishi Dayanand University"|"Doctor of Medicine - M.D."
"14159"|"Restaurant Host / Hostess , Business Storytelling, Technical Support, Classifying Records, Humor"|"Controller"|"Leather Industry"|"240"|"Santosh University"|"Master of Laws - L.L.M."
"12348"|"Presentation skills, Retail Manager , Dispensing Information, Financial Advisor / Planner, Proposal Writing"|"Electrical Engineer"|"Banking Industry"|"24"|"Mody University"|"Master of Veterinary Science - M.V.Sc."
"10317"|"Public Relations, Maintaining High Levels of Activity, Beautician, Esthetician , Confronting Others, Employee rights"|"Process Engineer"|"Cotton Industry"|"24"|"Maharashtra Animal and Fishery Sciences University"|"Bachelor of Education - B.Ed."
"2731"|"Labor relations, Welder, Enterprise"|"Engineer"|"Pharmaceutical Industry"|"108"|"Mahatma Gandhi University, Nalgonda"|"Master of Veterinary Science - M.V.Sc."
"2388"|"Nonverbal Communication, Employee development, Computer, Self-confidence, Database Administrator"|"Marketing Director"|"Coir Industry"|"168"|"Jharkhand Rai University"|"Master of Science - M.Sc."
"11934"|"Claims Adjuster, Evaluations, Conflict Resolution, Marketing, Policies and procedures"|"Financial Analyst"|"Leather Industry"|"96"|"The Northcap University"|"Bachelor of Physiotherapy - B.P.T."
"16346"|"Honest, Emotional Control, Negotiation, Plumber, Broadcaster, Principal Concept Knowledge"|"Physical Therapist Thera"|"Jute Industry "|"84"|"Nagaland University"|"Bachelor of Engineering / Bachelor of Technology - B.E./B.Tech."
"17684"|"Organizational Tasks, Software Sales Representative, Social recruiting, Consulting"|"Accountant"|"Jewellery Industry"|"192"|"Visva-Bharati University"|"Master of Pharmacy - M.Pharm "
"18957"|"Digital Media, Content Manager, Legal"|"Senior Product Manager"|"Rubber Industry"|"96"|"Mohanlal Sukhadia University"|"Master of Laws - L.L.M."
"16337"|"Receptionist , Speech Pathologist, Custodian, Performance management, Health regulations, Discretion"|"Occupational Therapist Occupation"|"Furniture Industry"|"72"|"Suamandeep Vidyapeeth"|"Master of Pharmacy - M.Pharm "
"3720"|"Technical Writer, Planning, Customer service, Data analysis, State laws, Screening Calls"|"Senior Software Engineer"|"Film Industry"|"120"|"Punjab Agricultural University"|"Master of Business Administration - M.B.A."
"17009"|"Updating Files, Dental Hygienist, Ethical, Receptionist , Compliance, Collaboration"|"Java Developer"|"Cotton Industry"|"12"|"PDPM Indian Institute of Information Technology, Design and Manufacturing"|"Bachelor of Commerce - B.Com."
"19516"|"Creativity, EMT / Firefighter, Administration, Teaching"|"Electrical Engineer"|"Oil Industry "|"24"|"Jawaharlal Institute of Postgraduate Medical Education and Research"|"Master of Physical Education M.P.Ed. / M.P.E."
"5460"|"Wedding / Special Events Planner, Brick Mason, Nonverbal Communication"|"Accountant"|"Fertilizer Industry"|"180"|"Indian Institute of Technology Guwahati"|"Bachelor of Social Work - BSW / B.A. (SW)"
"15114"|"Nursing, Personal Assistant, Media Planner / Buyer, Massage Therapist , Conflict Resolution, Fundraising"|"Senior Financial Analyst"|"Chocolate Industry"|"156"|"Indira Gandhi Krishi Vishwavidyalaya"|"Bachelor of Computer Applications - B.C.A."
"17139"|"Truck Driver, Law Enforcement Skills, Development, Fashion Buyer"|"Director Business Development"|"Real Estate Industry"|"120"|"Gandhi Institute of Technology and Management"|"Bachelor of Arts - B.A. "
"7159"|"Retail Sales, Welder, Health and benefit plans, Compiling Statistics"|"Accountant"|"Mutual Fund Industry"|"216"|"Institute of Chemical Technology"|"Bachelor of Mass Communications - B.M.C. / B.M.M."
"18333"|"Career Counselor, Applied knowledge, Character judgment, Assembling Apparatus, Policy Analyst"|"Accountant"|"Banking Industry"|"108"|"National Institute of Technology, Karnataka"|"Master of Laws - L.L.M."
"5773"|"Graphic Design, Promotions, Financial Report Auditing, Involvement, Confidence, Hospitality Industry "|"Senior Product Manager"|"Food Processing Industry"|"240"|"Tripura University"|"Master of Commerce - M.Com. "
"12894"|"Project Manager, Hair Stylist, Fair labor standards"|"Design Engineer"|"Steel Industry"|"72"|"Tamil Nadu Dr Ambedkar Law University"|"Bachelor of Architecture - B.Arch"
"1720"|"Brick Mason, Administrative, Payroll, Beautician"|".net Developer"|"Pharmaceutical Industry"|"144"|"Mahatma Jyotiba Phule Rohilkhand University"|"Bachelor of Physical Education - B.P.Ed."
"9961"|"Critical thinking, Creative Thinking, Problem solving, Reference checking, Administrative, Stress management"|"Pharmacist"|"Banking Industry"|"228"|"Swami Ramanand Teerth Marathwada University"|"Master of Computer Applications - M.C.A."
"17187"|"Retail Associate, Proposal Writing, Personal Trainer, Legal, Data analysis, Acupuncturist"|"Java Developer"|"Weaving Industry "|"132"|"Jadavpur University"|"Master of Library Science - M.Lib./ M.Lib.Sc."
"13042"|"Employee engagement, Physician , Punctuality, Technical recruiting"|"Human Resources Assistant"|"Agriculture Industry"|"84"|"NALSAR University of Law"|"Bachelor of Veterinary Science & Animal Husbandry - B.V.Sc. & A.H. / B.V.Sc"
"10012"|"Mature, Evaluations, Change management, Data Analyst, Multitasking"|"Human Resources Assistant"|"Paper Industry "|"0"|"Bundelkhand University"|"Bachelor of Social Work - BSW / B.A. (SW)"
"20240"|"Civil Engineer, Screening Calls, Written communication, Calculations, Hotel Front Desk / Guest Services Skills"|"Auditor"|"Electronic Industry"|"240"|"Visva-Bharati University"|"Doctorate of Medicine - D.M."
"7949"|"Business Development, Finance , Wedding / Special Events Planner"|"Marketing"|"Plastic Industry "|"108"|"Krishna Institute of Medical Sciences"|"Master of Surgery - M.S."
"3386"|"Information Technology , Initiative, Physical Therapist, Meeting Deadlines, Dietician / Nutritionist"|"Account Manager"|"Mining Industry"|"156"|"Dr. Balasaheb Sawant Konkan Krishi Vidyapeeth"|"Bachelor of Computer Applications - B.C.A."
"6670"|"Organizational Tasks, Dispensing Information, Cashier"|"Senior Product Manager"|"Jewellery Industry"|"240"|"National Institute of Technology, Sikkim"|"Bachelor of Arts - B.A. "
"6874"|"Sales, Administrative / Secretarial, Brick Mason, Health regulations, Benefits"|"Tax Manager"|"Tractor Industry"|"84"|"Indian Institute of Technology Hyderabad"|"Master of Library Science - M.Lib./ M.Lib.Sc."
"4446"|"Heavy Equipment Operator, Payroll, Welder, Administration"|"Business Analyst"|"Tourism Industry"|"84"|"Indian Institute of Science Education and Research, Thiruvananthapuram"|"Bachelor of Mass Communications - B.M.C. / B.M.M."
"6244"|"Nurse Practitioner, Efficient, Conducting Meetings"|"Technical Recruiter"|"Printing Industry "|"84"|"National Institute of Technology, Srinagar"|"Bachelor of Science - B.Sc."
"1726"|"Customer service, Transferable, Investment Banking Analyst"|"Marketing"|"Fashion Industry"|"0"|"Pravara Institute of Medical Sciences"|"Bachelor of Architecture - B.Arch"
"85"|"Confidentiality, Plan Development, Pre-employment screening, Sales Associate, Licensed Practical Nurse (LPN) Skills, Waiter / Waitress"|"Accountant"|"Granite Industry"|"72"|"Motherhood University"|"Bachelor of Library Science - B.Lib. / B.Lib.Sc."
"19348"|"Surveyor, Physician , Mechanical Engineer"|"Physical Therapist"|"Diamond Industry"|"24"|"Calorx Teachers University"|"Bachelor of Physiotherapy - B.P.T."
"935"|"Company policies, Enterprise, Wages and salary, Equipment Operation, Equipment Operation, Health Care Skills Listed by Job"|"Accounting Manager"|"Zinc Industry "|"96"|"Thunchath Ezhuthachan Malayalam University"|"Bachelor of Homoeopathic Medicine and Surgery - B.H.M.S."
"8661"|"Conflict Resolution, Automotive, Knowledge of Current Governmental Affairs, Attention to detail, Reference checking"|"Design Engineer"|"Pharmaceutical Industry"|"120"|"National Institute of Technology, Nagaland"|"Master of Social Work / Master of Arts in Social Work - M.S.W. / M.A. (SW)"
"10058"|"Dental Hygienist, Numerical Analysis, Hotel Front Desk / Guest Services Skills, Health Care Skills Listed by Job, Speaking, Data Analyst"|"Occupational Therapist Occupation"|"Fashion Industry"|"96"|"Sam Higginbottom Institute of Agriculture, Technology and Sciences"|"Master of Social Work / Master of Arts in Social Work - M.S.W. / M.A. (SW)"
"14202"|"Big Data, Ethical, Writing, Talent management systems"|"Tax Manager"|"Tractor Industry"|"108"|"Jiwaji University"|"Master of Architecture - M.Arch."
"4363"|"Customer Service, Data Scientist, Dependability"|"Design Engineer"|"Shipping Industry"|"48"|"Centurion University of Technology and Management"|"Doctor of Philosophy - Ph.D. "
"16679"|"Biomedical Engineer, Enterprise, Evaluations, Written communication, Self motivated, Labor relations"|"Training Specialist"|"Biscuit Industry"|"48"|"Geetanjali University"|"Master of Fine Arts - MFA / MVA"
"17794"|"Managing Finances, Regulating Rules, Assembling Apparatus, Fashion Design, Employment law, Time Management"|"Business Analyst"|"Insurance Industry"|"120"|"Gandhi Institute of Technology and Management"|"Master of Arts - M.A."
"16605"|"Dependability, Retail Associate, Presentation"|"Speech Pathologist Assistant"|"Weaving Industry "|"144"|"National Institute of Technology, Rourkela"|"Master of Science in Agriculture - M.Sc. (Agriculture)"
"3680"|"Innovation, Technology, Investment Banking Analyst"|"Speech Pathologist Assistant"|"Jewellery Industry"|"120"|"Sri Guru Granth Sahib World University"|"Master of Science - M.Sc."
"20825"|"Wedding / Special Events Planner, Carpentry, Comparable worth, Web Design, Multitasking, Art Curator"|"Assistant Controller"|"Tea Industry"|"132"|"Manav Bharti University"|"Bachelor of Veterinary Science & Animal Husbandry - B.V.Sc. & A.H. / B.V.Sc"
"15987"|"Overseeing Meetings, State laws, Innovation"|"Director Business Development"|"Weaving Industry "|"36"|"Kerala Agricultural University"|"Bachelor of Design - B.Des. / B.D."
"865"|"Aligned with goals of company, Communication, Receptionist "|"Trainer"|"Jewellery Industry"|"240"|"National University of Study and Research in Law"|"Master of Veterinary Science - M.V.Sc."
"16897"|"Marketing, Speech Pathologist, Screening Calls, Honest, Information Technology , Real Estate"|"Marketing Director"|"Food Processing Industry"|"144"|"Shri Guru Ram Rai Education Mission"|"Bachelor of Fisheries Science - B.F.Sc./ B.Sc. (Fisheries)."
"3508"|"Mature, Self motivated, Retail, Electrician, Labor relations, Telecommunications Equipment Installer"|"Registered Nurse"|"Copper Industry"|"144"|"Maharishi Markandeshwar University, Solan"|"Master of Commerce - M.Com. "
"3884"|"Meteorologist, Technical Writer, Journalist, Maintenance, Selecting"|"Assistant Controller"|"Cement Industry"|"72"|"State University of Performing and Visual Arts"|"Bachelor of Nursing "
"14917"|"Consulting, Screening, Business Manager, Restaurant Host / Hostess , Collaborative, Server"|"Human Resources Assistant"|"Agriculture Industry"|"192"|"Karnatak University"|"Bachelor of Homoeopathic Medicine and Surgery - B.H.M.S."
"19340"|"Computer Programming, Biomedical Engineer, Conflict management, Project Manager, Logical Thinking, Fundraising"|"Network Engineer"|"Fashion Industry"|"60"|"Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir"|"Doctor of Philosophy - Ph.D. "
"21033"|"Big Data, Service, Orientation, Networking"|".net Developer"|"Garment Industry"|"0"|"Swarnim Gujarat Sports University"|"Bachelor of Veterinary Science & Animal Husbandry - B.V.Sc. & A.H. / B.V.Sc"
"6434"|"Management Trainee, Preparing Written Documents, Creating relationships"|"Marketing"|"Oil Industry "|"0"|"Jawaharlal Nehru Technological University, Anantapur"|"Master of Fine Arts - MFA / MVA"
"20905"|"Painter, Automotive, Development, Placement management, Job descriptions, Talent management systems"|"Product Marketing Manager"|"Advertising Industry "|"228"|"Dr. D.Y. Patil Vidyapeeth"|"Bachelor of Arts - B.A. "
"7108"|"Multitasking, Independent Action, Financial Advisor / Planner, Business Intelligence, Librarian"|"Manufacturing Engineer"|"Textile Industry"|"48"|"Kannada University"|"Bachelor of Mass Communications - B.M.C. / B.M.M."
"10843"|"Hiring, Hotel Front Desk / Guest Services Skills, Phlebotomist, Android Developer, Social recruiting"|"Human Resources Assistant"|"Shipping Industry"|"168"|"Kerala Kalamandalam"|"Master of Social Work / Master of Arts in Social Work - M.S.W. / M.A. (SW)"
"252"|"Administrative / Secretarial, Retail Buyer, Technical recruiting"|"Quality Engineer"|"Toy Industry "|"36"|"Shri Jagdishprasad Jhabrmal Tibrewala University"|"Bachelor of Dental Surgery - B.D.S."
"12735"|"Presentation, Coaching, Oration"|"Human Resources Coordinator"|"Rubber Industry"|"36"|"Sher-e-Kashmir University of Agricultural Sciences and Technology of Jammu"|"Master of Surgery - M.S."
"1241"|"Interviews, Dental Hygienist, Responsive to feedback, Being Artistic/Creative, Regulating Rules, Optician"|"Technician"|"Aluminium Industry"|"96"|"Pandit Deendayal Upadhyaya Shekhawati University"|"Doctor of Medicine - M.D."
"3066"|"Defining Problems, Retail Merchandiser, Retail Buyer, Conflict resolution"|"Speech Pathologist Assistant"|"Mining Industry"|"168"|"Indian Institute of Science Education and Research, Bhopal"|"Master of Commerce - M.Com. "
"17587"|"Policy Analyst, Self worth, Electrician, Friendly, Compensation"|"Director Business Development"|"Railway Industry"|"144"|"ITM University Raipur"|"Master of Fine Arts - MFA / MVA"
"11665"|"Software Sales Representative, Inside Sales, Aircraft Mechanic, Conducting Meetings, Digital knowledge"|"Payroll Specialist"|"Toy Industry "|"156"|"Dr. M.G.R. Educational and Research Institute"|"Master of Mass Communications / Mass Media - M.M.C / M.M.M."
"12933"|"Business Storytelling, Hotel and Resort Management, Updating Files, Speaking, Welder"|"Payroll Specialist"|"Jute Industry "|"132"|"Jagan Nath University, NCR"|"Bachelor of Physical Education - B.P.Ed."
"7461"|"Human Resources, Goal oriented, Dietician / Nutritionist, Nurse Practitioner"|"Physical Therapist Thera"|"Hotel Industry"|"36"|"Uttarakhand University of Horticulture and Forestry"|"Master of Social Work / Master of Arts in Social Work - M.S.W. / M.A. (SW)"
"4678"|"Candidate search, Teamwork, Electrician, Mature, Digital Media"|"Administrator Payroll"|"Cotton Industry"|"216"|"Institute of Chemical Technology"|"Master of Philosophy - M.Phil. "
"3755"|"Naturopathic Physician, Employee engagement, Change management, Transferable, Interviews"|"Electrical Engineer"|"Pharmaceutical Industry"|"240"|"Central Agricultural University"|"Master of Social Work / Master of Arts in Social Work - M.S.W. / M.A. (SW)"
"1522"|"Coaching Individuals, Policies and procedures, Labor laws"|"Assistant Controller"|"Insurance Industry"|"0"|"Institute of Advanced Studies in Education"|"Master of Commerce - M.Com. "
"10619"|"Hotel and Resort Management, Administrative, Electrician, Personal Trainer"|"Senior Financial Analyst"|"Cosmetic Industry"|"180"|"Hindustan Institute of Technology and Science"|"Bachelor of Physical Education - B.P.Ed."
"15680"|"Creative Thinking, Banking, Gardening, Landscaping, and Groundskeeping "|"Accountant"|"Tobacco Industry"|"84"|"Birla Institute of Technology"|"Master of Physical Education M.P.Ed. / M.P.E."
"15921"|"Engineering, Talent acquisition, Stress management"|"Senior Software Engineer"|"Jewellery Industry"|"180"|"Central University of Orissa"|"Master of Physiotherapy - M.P.T."
"14026"|"Data analysis, Restaurant Host / Hostess , Honest, Coaching Individuals, Ethical, Placement management"|"Recruiter"|"Shipping Industry"|"108"|"Sri Krishnadevaraya University"|"Bachelor of Pharmacy - B.Pharm / B.Pharma."
"16985"|"Independence, IT Manager, Dependability, Applicant tracking systems, Numeracy, Surveyor"|"Financial Analyst"|"Aluminium Industry"|"228"|"Sikkim University"|"Bachelor of Social Work - BSW / B.A. (SW)"
"20242"|"Reasoning, Confidentiality, Being Artistic/Creative, Lifelong learning, Data Analyst, Creating relationships"|"Occupational Therapist Occupation"|"Mutual Fund Industry"|"48"|"North Orissa University"|"Master of Science in Agriculture - M.Sc. (Agriculture)"
"12548"|"Mentorship, Law Enforcement Skills, Art Curator, Goal Setting, Front End Web Developer, Polite"|"Speech Language Pathologist"|"Granite Industry"|"72"|"National Institute of Technology, Calicut"|"Master of Business Administration - M.B.A."
"10861"|"Detail Management, Receptionist , Logical Thinking, Hiring"|"Occupational Therapist"|"Cosmetic Industry"|"0"|"Dr. Bhimrao Ambedkar University"|"Master of Education - M.Ed."
"17364"|"Plumber, Digital Media, Physical Therapist"|"Director Business Development"|"Paint Industry"|"192"|"School of Planning and Architecture, Delhi"|"Bachelor of Fine Arts - BFA / BVA"
"4411"|"Construction, Barista, Acupuncturist, Assembling Apparatus"|".net Developer"|"Aluminium Industry"|"132"|"Nagaland University"|"Master of Computer Applications - M.C.A."
"19473"|"Restaurant Host / Hostess , Aircraft Mechanic, Broadcaster, Financial Report Auditing"|"Marketing"|"Jute Industry "|"180"|"Christ University"|"Master of Philosophy - M.Phil. "
"6153"|"Administrative, Problem solving, Self discipline"|"Senior Software Engineer"|"Turbine Industry "|"168"|"University of Delhi"|"Bachelor of Commerce - B.Com."
"7950"|"Fast Food , Accounting, Life skills, Reference checking, Massage Therapist "|"Payroll Specialist"|"Mining Industry"|"12"|"University of Gour Banga"|"Bachelor of Dental Surgery - B.D.S."
"500"|"Business Development, Team building, Market Research Analyst"|"Assistant Controller"|"Dairy Industry"|"204"|"Gondwana University"|"Master of Science in Agriculture - M.Sc. (Agriculture)"
"20961"|"Retail, Retail Associate, Motivation, Custodian, Plan Development, Challenging Employees"|"Product Marketing Manager"|"Pearl Industry "|"36"|"PEC University of Technology"|"Master of Arts - M.A."
"8957"|"Retail Manager , Federal laws, Verbal communication, Business Storytelling, Travel Agent / Coordinator, Expression of Feelings"|"Trainer"|"Automobile Industry"|"132"|"Yogi Vemana University"|"Bachelor of Mass Communications - B.M.C. / B.M.M."
"6374"|"Entertainment, Being Artistic/Creative, Meeting Deadlines, Public Speaking"|"Human Resources Assistant"|"Plastic Industry "|"204"|"The English and Foreign Languages University"|"Master of Dental Surgery - M.D.S."
"19303"|"Meeting Deadlines, Coaching, User Experience / User Interface, Pharmacy Technician"|"Marketing"|"Aviation Industry"|"192"|"Indian Institute of Technology Kharagpur"|"Bachelor of Arts - B.A. "
"18243"|"Managing Finances, Time Management, Problem solving"|"Business Development Manager"|"Garment Industry"|"24"|"Jaypee Institute of Information Technology"|"Bachelor of Medicine and Bachelor of Surgery - M.B.B.S."
"7013"|"Applicant tracking systems, Broadcaster, Aligned with goals of company, Innovation"|"Senior Product Manager"|"Chocolate Industry"|"36"|"Gujarat National Law University"|"Bachelor of Fisheries Science - B.F.Sc./ B.Sc. (Fisheries)."
